person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,birth_year,age_at_draft
76643,Jay,Edwards,Jay Edwards,"Edwards, Jay",J. Edwards,jay-edwards,1969-01-03 00:00:00,Indiana,USA,Indiana/USA,6-4,185.0,1.0,3,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_jay_edwards,1989.0,1989.0,N,Y,Y,1989.0,2,33,N,1969,20.0
236,Kevin,Edwards,Kevin Edwards,"Edwards, Kevin",K. Edwards,kevin-edwards,1965-10-30 00:00:00,DePaul,USA,DePaul/USA,6-3,210.0,11.0,21,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,kevin_edwards,1988.0,2000.0,N,Y,Y,1988.0,1,20,N,1965,23.0
1629053,Vincent,Edwards,Vincent Edwards,"Edwards, Vincent",V. Edwards,vincent-edwards,1996-04-05 00:00:00,Purdue,USA,Purdue/USA,6-8,225.0,2.0,12,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,vincent_edwards,2018.0,2018.0,Y,Y,Y,2018.0,2,52,N,1996,22.0
76649,Eddie,Ehlers,Eddie Ehlers,"Ehlers, Eddie",E. Ehlers,eddie-ehlers,1923-03-10 00:00:00,Purdue,USA,Purdue/USA,6-3,198.0,2.0,14,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bulbs_ehlers,1947.0,1948.0,N,Y,Y,1947.0,1,3,N,1923,24.0
378,Craig,Ehlo,Craig Ehlo,"Ehlo, Craig",C. Ehlo,craig-ehlo,1961-08-11 00:00:00,Washington State,USA,Washington State/USA,6-6,180.0,14.0,,Guard,Inactive,N,0,,,,,craig_ehlo,1983.0,1996.0,N,Y,Y,1983.0,3,48,N,1961,22.0
458,Howard,Eisley,Howard Eisley,"Eisley, Howard",H. Eisley,howard-eisley,1972-12-04 00:00:00,Boston College,USA,Boston College/USA,6-2,185.0,12.0,10,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,howard_eisley,1994.0,2005.0,N,Y,Y,1994.0,2,30,N,1972,22.0
1918,Obinna,Ekezie,Obinna Ekezie,"Ekezie, Obinna",O. Ekezie,obinna-ekezie,1975-08-22 00:00:00,Maryland,Nigeria,Maryland/Nigeria,6-9,270.0,5.0,,Center,Inactive,N,0,,,,,obinna_ekezie,1999.0,2004.0,N,Y,Y,1999.0,2,37,N,1975,24.0
2064,Khalid,El-Amin,Khalid El-Amin,"El-Amin, Khalid",K. El-Amin,khalid-el-amin,1979-04-25 00:00:00,Connecticut,USA,Connecticut/USA,5-10,200.0,2.0,11,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,khalid_el-amin,2000.0,2002.0,N,Y,Y,2000.0,2,34,N,1979,21.0
53,Mario,Elie,Mario Elie,"Elie, Mario",M. Elie,mario-elie,1963-11-26 00:00:00,American International,USA,American International/USA,6-5,225.0,11.0,17,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,mario_elie,1990.0,2000.0,N,Y,Y,1985.0,7,160,N,1963,22.0
1629604,CJ,Elleby,CJ Elleby,"Elleby, CJ",C. Elleby,cj-elleby,2000-06-16 00:00:00,Washington State,USA,Washington State/USA,6-6,200.0,3.0,16,Forward-Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,cj_elleby,2020.0,2021.0,Y,Y,Y,2020.0,2,46,N,2000,20.0
1627740,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,henry-ellenson,1997-01-13 00:00:00,Marquette,USA,Marquette/USA,6-10,240.0,5.0,,Forward-Center,Inactive,N,0,,,,,henry_ellenson,2016.0,2020.0,Y,Y,Y,2016.0,1,18,N,1997,19.0
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29 00:00:00,North Carolina,USA,North Carolina/USA,6-4,207.0,14.0,2,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009.0,2021.0,N,Y,Y,2009.0,1,28,N,1987,22.0
251,Sean,Elliott,Sean Elliott,"Elliott, Sean",S. Elliott,sean-elliott,1968-02-02 00:00:00,Arizona,USA,Arizona/USA,6-8,220.0,12.0,32,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,sean_elliott,1989.0,2000.0,N,Y,Y,1989.0,1,3,N,1968,21.0
76658,Alexander,Ellis,Alexander Ellis,"Ellis, Alexander",A. Ellis,alexander-ellis,1936-02-11 00:00:00,Niagara,USA,Niagara/USA,6-5,185.0,2.0,30,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_boo_ellis,1958.0,1959.0,N,Y,Y,1958.0,3,16,N,1936,22.0
107,Dale,Ellis,Dale Ellis,"Ellis, Dale",D. Ellis,dale-ellis,1960-08-06 00:00:00,Tennessee,USA,Tennessee/USA,6-7,205.0,17.0,,Guard,Inactive,N,0,,,,,dale_ellis,1983.0,1999.0,N,Y,Y,1983.0,1,9,N,1960,23.0
76661,Joe,Ellis,Joe Ellis,"Ellis, Joe",J. Ellis,joe-ellis,1944-05-03 00:00:00,San Francisco,USA,San Francisco/USA,6-6,175.0,8.0,31,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_joe_ellis,1966.0,1973.0,N,Y,Y,1966.0,2,13,N,1944,22.0
111,LaPhonso,Ellis,LaPhonso Ellis,"Ellis, LaPhonso",L. Ellis,laphonso-ellis,1970-05-05 00:00:00,Notre Dame,USA,Notre Dame/USA,6-8,240.0,12.0,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,laphonso_ellis,1992.0,2002.0,N,Y,Y,1992.0,1,5,N,1970,22.0
1034,LeRon,Ellis,LeRon Ellis,"Ellis, LeRon",L. Ellis,leron-ellis,1969-04-28 00:00:00,Syracuse,USA,Syracuse/USA,6-9,225.0,3.0,28,Center,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,leron_ellis,1991.0,1995.0,N,Y,Y,1991.0,1,22,N,1969,22.0
76663,Leroy,Ellis,Leroy Ellis,"Ellis, Leroy",L. Ellis,leroy-ellis,1940-03-10 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-11,210.0,14.0,25,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_leroy_ellis,1962.0,1975.0,N,Y,Y,1962.0,1,6,N,1940,22.0
101145,Monta,Ellis,Monta Ellis,"Ellis, Monta",M. Ellis,monta-ellis,1985-10-26 00:00:00,No College,USA,Lanier HS (MS)/USA,6-3,185.0,13.0,11,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,monta_ellis,2005.0,2016.0,N,Y,Y,2005.0,2,40,N,1985,20.0
442,Pervis,Ellison,Pervis Ellison,"Ellison, Pervis",P. Ellison,pervis-ellison,1967-04-03 00:00:00,Louisville,USA,Louisville/USA,,,11.0,,Center,Inactive,N,0,,,,,pervis_ellison,1989.0,2000.0,N,Y,Y,1989.0,1,1,N,1967,22.0
600010,Len,Elmore,Len Elmore,"Elmore, Len",L. Elmore,len-elmore,1952-03-28 00:00:00,Maryland,USA,Maryland/USA,6-10,220.0,8.0,44,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_len_elmore,1976.0,1983.0,N,Y,Y,1974.0,1,13,N,1952,22.0
76667,Darrell,Elston,Darrell Elston,"Elston, Darrell",D. Elston,darrell-elston,1952-08-15 00:00:00,North Carolina,USA,North Carolina/USA,6-3,190.0,1.0,15,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_darrell_elston,1976.0,1976.0,N,Y,Y,1974.0,3,43,N,1952,22.0
2408,Melvin,Ely,Melvin Ely,"Ely, Melvin",M. Ely,melvin-ely,1978-05-02 00:00:00,Fresno State,USA,Fresno State/USA,6-10,260.0,9.0,4,Center-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,melvin_ely,2002.0,2013.0,Y,Y,Y,2002.0,1,12,N,1978,24.0
76668,Wayne,Embry,Wayne Embry,"Embry, Wayne",W. Embry,wayne-embry,1937-03-26 00:00:00,Miami (Ohio),USA,Miami (Ohio)/USA,6-8,240.0,11.0,15,Center,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_wayne_embry,1958.0,1968.0,N,Y,Y,1958.0,3,22,N,1937,21.0
2765,Andre,Emmett,Andre Emmett,"Emmett, Andre",A. Emmett,andre-emmett,1982-08-27 00:00:00,Texas Tech,USA,Texas Tech/USA,6-5,230.0,3.0,,Guard,Inactive,N,0,,,,,andre_emmett,2004.0,2011.0,Y,Y,Y,2004.0,2,35,N,1982,22.0
76670,Chris,Engler,Chris Engler,"Engler, Chris",C. Engler,chris-engler,1959-03-01 00:00:00,Wyoming,USA,Wyoming/USA,6-11,245.0,5.0,50,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_chris_engler,1982.0,1987.0,N,Y,Y,1982.0,3,60,N,1959,23.0
76672,A.J.,English,A.J. English,"English, A.J.",A. English,aj-english,1967-07-11 00:00:00,Virginia Union,USA,Virginia Union/USA,6-3,175.0,2.0,14,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_aj_english,1990.0,1991.0,N,Y,Y,1990.0,2,37,N,1967,23.0
76673,Alex,English,Alex English,"English, Alex",A. English,alex-english,1954-01-05 00:00:00,South Carolina,USA,South Carolina/USA,6-8,190.0,15.0,2,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_alex_english,1976.0,1990.0,N,Y,Y,1976.0,2,23,N,1954,22.0
76674,Claude,English,Claude English,"English, Claude",C. English,claude-english,1946-12-26 00:00:00,Rhode Island,USA,Rhode Island/USA,6-4,185.0,1.0,15,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_claude_english,1970.0,1970.0,N,Y,Y,1970.0,7,110,N,1946,24.0
203119,Kim,English,Kim English,"English, Kim",K. English,kim-english,1988-09-24 00:00:00,Missouri,USA,Missouri/USA,6-6,200.0,2.0,24,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,kim_english,2012.0,2012.0,Y,Y,Y,2012.0,2,44,N,1988,24.0
76675,Scott,English,Scott English,"English, Scott",S. English,scott-english,1950-10-20 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-6,205.0,1.0,14,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_scott_english,1972.0,1972.0,N,Y,Y,1972.0,3,33,N,1950,22.0
203898,Tyler,Ennis,Tyler Ennis,"Ennis, Tyler",T. Ennis,tyler-ennis,1994-08-24 00:00:00,Syracuse,Canada,Syracuse/Canada,6-3,194.0,4.0,10,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,tyler_ennis,2014.0,2017.0,Y,Y,Y,2014.0,1,18,N,1994,20.0
203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,james-ennis-iii,1990-07-01 00:00:00,Cal State-Long Beach,USA,California State-Long Beach/USA,6-6,215.0,8.0,,Forward,Inactive,N,0,,,,,james_ennis_iii,2014.0,2021.0,Y,Y,Y,2013.0,2,50,N,1990,23.0
201623,Semih,Erden,Semih Erden,"Erden, Semih",S. Erden,semih-erden,1986-07-28 00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,7-0,240.0,3.0,9,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,semih_erden,2010.0,2011.0,N,Y,Y,2008.0,2,60,N,1986,22.0
76679,Bo,Erias,Bo Erias,"Erias, Bo",B. Erias,bo-erias,1932-07-30 00:00:00,Niagara,USA,Niagara/USA,6-3,220.0,1.0,,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bo_erias,1957.0,1957.0,N,Y,Y,1954.0,5,43,N,1932,22.0
76680,Keith,Erickson,Keith Erickson,"Erickson, Keith",K. Erickson,keith-erickson,1944-04-19 00:00:00,UCLA,USA,UCLA/USA,6-5,195.0,12.0,14,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_keith_erickson,1965.0,1976.0,N,Y,Y,1965.0,3,18,N,1944,21.0
76681,Julius,Erving,Julius Erving,"Erving, Julius",J. Erving,julius-erving,1950-02-22 00:00:00,Massachusetts,USA,Massachusetts/USA,6-7,200.0,11.0,6,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_julius_erving,1976.0,1986.0,N,Y,Y,1972.0,1,12,Y,1950,22.0
1915,Evan,Eschmeyer,Evan Eschmeyer,"Eschmeyer, Evan",E. Eschmeyer,evan-eschmeyer,1975-05-30 00:00:00,Northwestern,USA,Northwestern/USA,6-11,250.0,5.0,00,Center,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,evan_eschmeyer,1999.0,2003.0,N,Y,Y,1999.0,2,34,N,1975,24.0
76687,Bob,Evans,Bob Evans,"Evans, Bob",B. Evans,bob-evans,1925-05-31 00:00:00,Butler,USA,Butler/USA,6-2,175.0,1.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_bob_evans,1949.0,1949.0,N,Y,Y,1949.0,4,,N,1925,24.0
76685,Earl,Evans,Earl Evans,"Evans, Earl",E. Evans,earl-evans,1955-11-11 00:00:00,UNLV,USA,UNLV/USA,6-8,202.0,1.0,,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_earl_evans,1979.0,1979.0,N,Y,Y,1978.0,8,157,N,1955,23.0
1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,1997-06-18 00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,210.0,3.0,12,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jacob_evans,2018.0,2019.0,Y,Y,Y,2018.0,1,28,N,1997,21.0
202379,Jeremy,Evans,Jeremy Evans,"Evans, Jeremy",J. Evans,jeremy-evans,1987-10-24 00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-9,200.0,7.0,6,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,jeremy_evans,2010.0,2017.0,Y,Y,Y,2010.0,2,55,N,1987,23.0
201936,Tyreke,Evans,Tyreke Evans,"Evans, Tyreke",T. Evans,tyreke-evans,1989-09-19 00:00:00,Memphis,USA,Memphis/USA,6-6,220.0,10.0,,Guard,Inactive,N,0,,,,,tyreke_evans,2009.0,2018.0,Y,Y,Y,2009.0,1,4,N,1989,20.0
101137,Daniel,Ewing,Daniel Ewing,"Ewing, Daniel",D. Ewing,daniel-ewing,1983-03-26 00:00:00,Duke,USA,Duke/USA,6-3,185.0,2.0,3,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,daniel_ewing,2005.0,2006.0,N,Y,Y,2005.0,2,32,N,1983,22.0
201607,Patrick,Ewing,Patrick Ewing,"Ewing, Patrick",P. Ewing,patrick-ewing,1984-05-20 00:00:00,Georgetown,USA,Georgetown/USA,6-8,235.0,2.0,22,Forward,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,patrick_ewing,2010.0,2010.0,Y,Y,Y,2008.0,2,43,N,1984,24.0
203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13 00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214.0,7.0,5,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,dante_exum,2014.0,2020.0,N,Y,Y,2014.0,1,5,N,1995,19.0
201963,Christian,Eyenga,Christian Eyenga,"Eyenga, Christian",C. Eyenga,christian-eyenga,1989-06-22 00:00:00,DKV Joventut,Congo,DKV Joventut/Congo/USA,6-7,210.0,3.0,88,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,christian_eyenga,2010.0,2011.0,Y,Y,Y,2009.0,1,30,N,1989,20.0
203105,Festus,Ezeli,Festus Ezeli,"Ezeli, Festus",F. Ezeli,festus-ezeli,1989-10-21 00:00:00,Vanderbilt,Nigeria,Vanderbilt/Nigeria,6-11,265.0,4.0,31,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,festus_ezeli,2012.0,2016.0,Y,Y,Y,2012.0,1,30,N,1989,23.0
76689,Johnny,Ezersky,Johnny Ezersky,"Ezersky, Johnny",J. Ezersky,johnny-ezersky,1905-04-04 00:00:00,Rhode Island,USA,Rhode Island/USA,,,3.0,,,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_johnny_ezersky,1947.0,1949.0,N,Y,Y,1947.0,,,N,1905,42.0
76691,John,Fairchild,John Fairchild,"Fairchild, John",J. Fairchild,john-fairchild,1943-04-28 00:00:00,Brigham Young,USA,Brigham Young/USA,6-7,205.0,1.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_john_fairchild,1965.0,1965.0,N,Y,Y,1965.0,2,16,N,1943,22.0
76693,Dick,Farley,Dick Farley,"Farley, Dick",D. Farley,dick-farley,1932-04-13 00:00:00,Indiana,USA,Indiana/USA,6-4,190.0,3.0,22,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_dick_farley,1954.0,1958.0,N,Y,Y,1954.0,2,15,N,1932,22.0
200770,Jordan,Farmar,Jordan Farmar,"Farmar, Jordan",J. Farmar,jordan-farmar,1986-11-30 00:00:00,UCLA,USA,UCLA/USA,6-2,180.0,10.0,,Guard,Inactive,N,0,,,,,jordan_farmar,2006.0,2016.0,Y,Y,Y,2006.0,1,26,N,1986,20.0
76695,Jim,Farmer,Jim Farmer,"Farmer, Jim",J. Farmer,jim-farmer,1964-09-23 00:00:00,Alabama,USA,Alabama/USA,6-4,190.0,5.0,22,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jim_farmer,1987.0,1993.0,N,Y,Y,1987.0,1,20,N,1964,23.0
76694,Mike,Farmer,Mike Farmer,"Farmer, Mike",M. Farmer,mike-farmer,1936-09-26 00:00:00,San Francisco,USA,San Francisco/USA,6-7,210.0,7.0,12,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_mike_farmer,1958.0,1965.0,N,Y,Y,1958.0,1,3,N,1936,22.0
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,13.0,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010.0,2021.0,N,Y,Y,2010.0,1,3,N,1991,19.0
201174,Nick,Fazekas,Nick Fazekas,"Fazekas, Nick",N. Fazekas,nick-fazekas,1985-06-17 00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-11,235.0,2.0,20,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,nick_fazekas,2007.0,2007.0,Y,Y,Y,2007.0,2,34,N,1985,22.0
76697,Dave,Fedor,Dave Fedor,"Fedor, Dave",D. Fedor,dave-fedor,1940-12-10 00:00:00,Florida State,USA,Florida State/USA,6-6,190.0,1.0,17,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_dave_fedor,1962.0,1962.0,N,Y,Y,1962.0,3,23,N,1940,22.0
76699,Butch,Feher,Butch Feher,"Feher, Butch",B. Feher,butch-feher,1954-05-19 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,185.0,1.0,7,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_butch_feher,1976.0,1976.0,N,Y,Y,1976.0,2,33,N,1954,22.0
994,Jamie,Feick,Jamie Feick,"Feick, Jamie",J. Feick,jamie-feick,1974-07-03 00:00:00,Michigan State,USA,Michigan State/USA,6-8,255.0,6.0,14,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,jamie_feick,1996.0,2002.0,N,Y,Y,1996.0,2,48,N,1974,22.0
76701,Ron,Feiereisel,Ron Feiereisel,"Feiereisel, Ron",R. Feiereisel,ron-feiereisel,1931-08-06 00:00:00,DePaul,USA,DePaul/USA,6-3,185.0,1.0,22,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_ron_feiereisel,1955.0,1955.0,N,Y,Y,1953.0,,,N,1931,22.0
76703,Dave,Feitl,Dave Feitl,"Feitl, Dave",D. Feitl,dave-feitl,1962-06-08 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-11,235.0,5.0,45,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_dave_feitl,1986.0,1991.0,N,Y,Y,1986.0,2,43,N,1962,24.0
1627770,Kay,Felder,Kay Felder,"Felder, Kay",K. Felder,kay-felder,1995-03-29 00:00:00,Oakland,USA,Oakland/USA,5-9,176.0,3.0,22,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kay_felder,2016.0,2017.0,Y,Y,Y,2016.0,2,54,N,1995,21.0
203467,Carrick,Felix,Carrick Felix,"Felix, Carrick",C. Felix,carrick-felix,1990-08-17 00:00:00,Arizona State,USA,Arizona State/USA,6-6,201.0,2.0,30,Guard-Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,carrick_felix,2013.0,2013.0,Y,Y,Y,2013.0,2,33,N,1990,23.0
76704,Ray,Felix,Ray Felix,"Felix, Ray",R. Felix,ray-felix,1930-12-10 00:00:00,Long Island-Brooklyn,USA,Long Island-Brooklyn/USA,6-11,220.0,9.0,14,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_ray_felix,1953.0,1961.0,N,Y,Y,1953.0,1,1,N,1930,23.0
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,raymond-felton,1984-06-26 00:00:00,North Carolina,USA,North Carolina/USA,6-1,205.0,15.0,2,Guard,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,raymond_felton,2005.0,2018.0,N,Y,Y,2005.0,1,5,N,1984,21.0
76705,Jake,Fendley,Jake Fendley,"Fendley, Jake",J. Fendley,jake-fendley,1929-06-12 00:00:00,Northwestern,USA,Northwestern/USA,6-0,180.0,2.0,6,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jake_fendley,1951.0,1952.0,N,Y,Y,1951.0,3,23,N,1929,22.0
1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17 00:00:00,,USA,Adelaide/USA,6-6,190.0,4.0,,Guard,Inactive,N,0,,,,,terrance_ferguson,2017.0,2020.0,Y,Y,Y,2017.0,1,21,N,1998,19.0
201164,Rudy,Fernandez,Rudy Fernandez,"Fernandez, Rudy",R. Fernandez,rudy-fernandez,1985-04-04 00:00:00,DKV Joventut,Spain,DKV Joventut/Spain,,,5.0,,,Inactive,N,0,,,,,rudy_fernandez,2008.0,2016.0,N,Y,Y,2007.0,1,24,N,1985,22.0
76707,Eric,Fernsten,Eric Fernsten,"Fernsten, Eric",E. Fernsten,eric-fernsten,1953-11-01 00:00:00,San Francisco,USA,San Francisco/USA,6-10,205.0,6.0,45,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_eric_fernsten,1975.0,1983.0,N,Y,Y,1975.0,4,62,N,1953,22.0
76708,Al,Ferrari,Al Ferrari,"Ferrari, Al",A. Ferrari,al-ferrari,1933-07-06 00:00:00,Michigan State,USA,Michigan State/USA,6-4,190.0,6.0,22,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_al_ferrari,1955.0,1962.0,N,Y,Y,1955.0,3,15,N,1933,22.0
76709,Rolando,Ferreira,Rolando Ferreira,"Ferreira, Rolando",R. Ferreira,rolando-ferreira,1964-05-24 00:00:00,Houston,USA,Houston/USA,7-1,240.0,1.0,32,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_rolando_ferreira,1988.0,1988.0,N,Y,Y,1988.0,2,26,N,1964,24.0
76711,Arnie,Ferrin,Arnie Ferrin,"Ferrin, Arnie",A. Ferrin,arnie-ferrin,1925-07-29 00:00:00,Utah,USA,Utah/USA,6-4,180.0,3.0,18,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_arnie_ferrin,1948.0,1950.0,N,Y,Y,1948.0,,,N,1925,23.0
76712,Bob,Ferry,Bob Ferry,"Ferry, Bob",B. Ferry,bob-ferry,1937-05-31 00:00:00,St. Louis,USA,St. Louis/USA,6-8,230.0,10.0,12,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bob_ferry,1959.0,1968.0,N,Y,Y,1959.0,,,N,1937,22.0
198,Danny,Ferry,Danny Ferry,"Ferry, Danny",D. Ferry,danny-ferry,1966-10-17 00:00:00,Duke,USA,Duke/USA,6-10,235.0,14.0,35,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,danny_ferry,1990.0,2002.0,N,Y,Y,1989.0,1,2,N,1966,23.0
201178,Kyrylo,Fesenko,Kyrylo Fesenko,"Fesenko, Kyrylo",K. Fesenko,kyrylo-fesenko,1986-12-24 00:00:00,Cherkaski,Ukraine,Cherkaski/Ukraine,7-1,280.0,6.0,44,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,kyrylo_fesenko,2007.0,2011.0,Y,Y,Y,2007.0,2,38,N,1986,21.0
76713,Kenny,Fields,Kenny Fields,"Fields, Kenny",K. Fields,kenny-fields,1962-02-09 00:00:00,UCLA,USA,UCLA/USA,6-5,220.0,4.0,54,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_kenny_fields,1984.0,1987.0,N,Y,Y,1984.0,1,21,N,1962,22.0
202361,Landry,Fields,Landry Fields,"Fields, Landry",L. Fields,landry-fields,1988-06-27 00:00:00,Stanford,USA,Stanford/USA,6-7,215.0,5.0,2,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,landry_fields,2010.0,2014.0,N,Y,Y,2010.0,2,39,N,1988,22.0
76714,Ron,Filipek,Ron Filipek,"Filipek, Ron",R. Filipek,ron-filipek,1944-02-05 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,6-5,205.0,1.0,20,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ron_filipek,1967.0,1967.0,N,Y,Y,1967.0,9,100,N,1944,23.0
76715,Greg,Fillmore,Greg Fillmore,"Fillmore, Greg",G. Fillmore,greg-fillmore,1947-03-07 00:00:00,Cheyney,USA,Cheyney/USA,7-1,240.0,2.0,34,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_greg_fillmore,1970.0,1971.0,N,Y,Y,1970.0,8,136,N,1947,23.0
76716,Hank,Finkel,Hank Finkel,"Finkel, Hank",H. Finkel,hank-finkel,1942-04-20 00:00:00,Dayton,USA,Dayton/USA,7-0,240.0,9.0,29,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_hank_finkel,1966.0,1974.0,N,Y,Y,1966.0,2,17,N,1942,24.0
